Category,Image,Sil_5,Sil_10,Sil_20,Sil_30,Sil_40,Sil_50,Sil_60,Sil_80,Sil_100
train,047_1_c3_014952,1,6,13,23,24,17,39,10,75
train,047_1_c3_014953,2,0,4,0,8,29,20,72,81
train,047_1_c3_014954,1,6,13,7,24,5,28,6,98
train,047_1_c3_014955,1,6,13,23,24,2,39,10,30
train,047_1_c3_014956,2,5,5,17,19,31,51,64,74
train,047_1_c3_014969,0,3,2,15,10,15,28,59,77
train,047_1_c8_014957,3,8,11,3,22,21,11,38,82
train,047_1_c8_014958,1,9,19,5,37,1,16,11,59
train,047_1_c8_014959,4,1,10,26,21,38,2,71,4
train,047_1_c8_014960,4,7,9,6,6,4,17,18,85
train,047_1_c8_014961,2,0,17,16,5,9,26,41,8
train,047_1_c8_014962,1,4,13,23,24,5,39,10,53
train,047_1_c8_014963,2,0,17,16,5,9,57,39,80
train,047_1_c8_014964,1,9,14,6,6,32,17,67,93
train,048_1_c11_003577,4,7,9,22,13,16,33,58,89
train,048_1_c11_003578,2,0,17,16,26,9,57,39,80
train,048_1_c11_003579,2,5,18,27,15,27,7,23,43
train,048_1_c11_003580,1,4,3,29,18,17,39,4,65
train,048_1_c11_003581,1,4,3,29,18,17,40,8,65
train,048_1_c11_003582,0,2,6,14,20,11,31,53,38
train,048_1_c11_003583,3,4,2,14,10,8,49,51,64
train,048_1_c11_003584,1,6,18,27,15,44,8,44,37
train,048_1_c11_003585,1,6,13,23,24,5,40,10,75
train,048_1_c11_003586,1,9,3,23,24,5,14,29,75
train,048_1_c4_003575,1,7,9,22,28,7,42,15,63
train,048_1_c4_003587,1,4,3,29,37,28,25,4,99
train,048_1_c4_003588,1,6,13,7,2,12,8,50,37
train,048_1_c4_003589,2,5,5,17,28,43,42,37,87
train,048_1_c4_003590,2,3,14,18,39,45,58,63,6
train,048_1_c6_003591,2,0,4,0,8,29,20,72,81
train,048_1_c6_003592,1,9,1,23,1,10,35,67,93
train,048_1_c6_003593,1,7,1,13,1,36,1,78,16
train,048_1_c6_003594,1,6,13,23,24,10,14,10,39
train,048_1_c6_003595,3,4,3,5,37,28,25,8,2
train,048_1_c6_003596,3,4,3,29,18,6,15,8,2
train,048_1_c6_003597,4,1,8,2,30,26,44,5,97
train,048_1_c9_003576,2,0,19,8,8,39,20,72,9
train,048_1_c9_003598,0,2,6,14,20,15,51,12,14
train,048_1_c9_003599,4,1,10,26,21,3,48,61,58
train,048_1_c9_003600,4,1,10,11,11,40,45,71,66
train,048_1_c9_003601,2,0,17,16,26,13,57,56,17
train,048_1_c9_003602,1,4,8,2,12,46,54,73,97
train,048_1_c9_003603,1,6,13,10,9,33,9,4,76
train,048_1_c9_003604,3,8,2,12,16,8,49,26,71
train,040_3_c11_010764,4,1,0,28,26,13,10,32,48
train,043_2_c9_006663,0,5,5,17,2,0,47,79,1
train,043_2_c9_006664,0,2,6,17,20,0,42,2,14
train,043_2_c9_006665,2,5,19,8,27,27,52,69,73
train,043_2_c9_006666,4,1,12,26,0,38,46,17,95
train,043_2_c9_006667,3,0,17,16,5,9,26,41,8
train,043_2_c9_006668,3,3,4,0,35,19,34,16,18
train,043_2_c9_006669,0,6,8,20,19,14,51,19,14
train,043_2_c9_006670,2,0,17,8,26,22,57,56,17
train,043_2_c9_006671,2,0,17,16,26,9,57,39,50
train,043_2_c9_006672,1,7,14,6,6,4,17,58,85
train,043_2_c9_006673,3,4,8,2,12,46,0,19,36
train,043_2_c9_006674,4,1,10,28,21,13,2,56,17
train,043_2_c9_006675,4,1,7,11,11,40,45,71,12
train,043_2_c9_006676,1,7,9,6,13,16,17,18,62
train,043_2_c9_006677,4,0,17,16,26,9,57,39,50
train,043_2_c9_006678,3,8,4,0,35,19,34,41,18
train,043_2_c9_006682,3,3,4,18,19,19,18,27,21
train,043_2_c9_006683,1,6,13,7,24,44,28,13,98
train,044_1_c11_016361,0,3,2,7,10,12,8,44,37
train,044_1_c11_016363,1,6,6,14,10,25,22,53,38
train,044_1_c11_016364,1,6,13,7,24,12,8,44,25
train,044_1_c11_016365,1,4,3,29,18,17,40,6,75
train,044_1_c11_016366,3,4,13,29,18,5,40,6,75
train,044_1_c11_016367,1,6,13,7,24,44,40,6,30
train,044_1_c11_016368,1,6,13,7,24,5,40,10,75
train,044_1_c11_016369,2,0,17,16,26,9,57,39,80
train,044_1_c11_016370,3,4,3,5,22,6,18,45,40
train,044_1_c11_016371,3,4,11,3,22,6,15,38,82
train,044_1_c11_016372,4,7,1,19,4,24,30,48,7
train,044_1_c11_016373,1,6,13,10,24,2,38,13,98
train,044_1_c11_016374,1,4,13,29,18,17,39,6,65
train,044_1_c11_016375,4,7,9,22,13,7,30,21,7
train,044_1_c4_016362,3,3,4,0,35,29,34,27,18
train,044_1_c4_016376,3,3,4,0,8,19,34,14,18
train,044_1_c4_016377,1,4,3,20,12,5,0,29,55
train,044_1_c4_016378,2,3,4,0,36,29,27,27,21
train,044_1_c4_016379,1,9,3,5,37,28,25,4,99
train,044_1_c4_016380,3,3,14,18,39,32,26,36,83
train,044_1_c4_016381,1,9,14,6,6,32,17,18,62
train,044_1_c4_016382,1,9,13,23,37,10,39,4,99
train,044_1_c4_016383,2,5,5,9,25,49,6,37,87
train,044_1_c4_016384,1,3,14,15,19,45,27,7,6
train,044_1_c4_016385,1,7,1,13,25,7,42,15,35
train,044_1_c4_016386,2,6,18,27,15,44,7,23,43
train,044_1_c4_016387,4,1,7,11,11,40,53,20,51
train,044_1_c4_016388,1,4,14,18,39,32,58,50,65
train,044_1_c4_016389,1,9,3,23,37,28,25,4,45
train,044_1_c4_016390,1,9,1,23,1,10,14,48,3
train,044_1_c6_016391,1,6,6,13,17,25,9,50,38
train,044_1_c6_016392,1,6,13,7,24,44,58,6,30
train,044_1_c6_016393,1,4,13,29,18,5,40,6,75
train,044_1_c6_016394,1,4,13,23,18,17,40,6,53
train,044_1_c6_016395,1,7,1,13,1,7,1,48,79
train,044_1_c6_016396,0,7,9,22,13,43,33,64,72
train,044_1_c6_016397,0,2,6,14,29,2,55,33,0
train,044_1_c6_016398,0,5,18,27,25,12,55,23,43
train,044_1_c9_016399,3,4,2,29,10,8,49,51,64
train,044_1_c9_016400,1,7,14,6,6,4,17,18,62
train,044_1_c9_016401,3,8,16,12,35,41,36,42,18
train,044_1_c9_016402,1,7,9,13,1,7,1,47,7
train,044_1_c9_016403,1,9,1,23,1,10,14,48,3
train,044_1_c9_016404,1,6,13,10,9,33,39,4,76
train,044_1_c9_016405,0,2,15,14,33,11,31,53,38
train,044_1_c9_016406,0,2,15,25,7,11,31,31,90
train,045_1_c10_001353,3,4,3,5,0,1,32,34,57
train,045_1_c10_001354,1,9,1,23,1,10,14,10,3
train,045_1_c10_001355,2,0,0,28,26,13,10,32,20
train,045_1_c10_001356,2,5,5,27,2,12,47,23,25
train,045_1_c10_001357,0,6,14,18,39,32,58,63,60
train,045_1_c10_001358,3,3,4,15,36,45,5,27,69
train,045_1_c10_001359,2,0,19,8,8,39,16,14,9
train,045_1_c10_001360,3,8,11,3,0,30,32,34,8
train,045_1_c10_001361,4,1,7,11,11,24,3,25,15
train,045_1_c10_001362,1,6,13,10,10,25,22,51,38
train,045_1_c10_001363,1,4,13,29,18,5,40,29,65
train,045_1_c10_001364,1,6,13,23,17,33,39,10,39
train,045_1_c10_001365,1,9,1,23,1,10,14,70,91
train,045_1_c10_001366,2,6,18,27,15,44,7,23,25
train,045_1_c10_001367,3,4,2,20,16,14,24,26,33
train,045_1_c10_001368,1,9,13,23,17,36,39,10,39
train,045_1_c10_001369,1,7,8,2,30,26,29,19,52
train,045_1_c10_001370,1,9,1,19,30,10,14,70,93
train,045_1_c10_001371,1,9,1,23,1,10,14,48,3
train,045_1_c10_001372,1,7,1,13,17,36,21,78,16
train,045_1_c10_001373,0,2,2,25,7,8,49,9,26
train,045_1_c10_001374,1,6,13,7,24,2,39,44,98
train,045_1_c10_001375,4,0,17,16,26,9,57,39,50
train,045_1_c10_001376,1,7,9,13,28,36,21,47,63
train,045_1_c10_001377,0,6,18,27,15,44,7,23,77
train,045_1_c10_001378,1,4,13,23,18,5,40,4,75
train,045_1_c10_001379,4,7,9,22,13,37,33,58,70
train,045_1_c10_001424,4,7,9,22,13,37,33,76,70
train,045_1_c10_001425,4,1,10,26,21,38,46,40,48
train,045_1_c2_001380,1,9,3,5,37,28,25,49,91
train,045_1_c2_001381,1,4,2,7,18,35,28,29,98
train,045_1_c2_001382,3,4,11,20,16,6,24,38,55
train,045_1_c2_001383,0,2,8,2,12,14,0,66,36
train,045_1_c2_001384,1,4,3,29,18,28,25,4,45
train,045_1_c2_001385,1,9,8,10,9,33,41,29,45
train,045_1_c2_001386,0,2,15,4,33,48,43,74,67
train,045_1_c2_001387,0,2,18,14,29,34,37,24,28
train,045_1_c2_001388,1,4,3,29,18,17,40,8,65
train,045_1_c2_001389,1,6,13,23,17,2,39,10,39
train,045_1_c2_001390,0,2,15,4,33,48,37,33,67
train,045_1_c2_001391,1,6,13,23,24,10,14,10,3
train,045_1_c2_001392,0,2,18,27,29,34,55,24,28
train,045_1_c2_001393,3,8,11,3,22,21,11,38,82
train,045_1_c2_001394,0,2,15,25,7,11,31,31,26
train,045_1_c2_001395,1,9,1,23,1,10,14,19,79
train,045_1_c2_001396,1,4,3,20,12,5,40,29,75
train,045_1_c2_001426,0,2,15,4,29,48,54,74,67
train,045_1_c2_001427,1,6,8,2,9,46,54,3,68
train,045_1_c3_001397,2,0,19,8,8,39,16,72,9
train,045_1_c3_001398,3,4,11,3,22,6,15,38,2
train,045_1_c3_001399,1,4,3,29,18,17,40,8,2
train,045_1_c3_001400,1,9,13,23,24,10,39,10,99
train,045_1_c3_001401,1,9,14,23,1,36,1,78,16
train,045_1_c3_001402,4,7,7,19,4,24,30,25,42
train,045_1_c3_001403,1,9,13,23,24,10,39,10,3
train,045_1_c3_001404,1,4,13,29,18,17,40,6,75
train,045_1_c3_001405,1,9,3,5,37,28,25,4,88
train,045_1_c3_001406,3,8,16,12,31,45,36,7,41
train,045_1_c8_001407,3,3,4,15,19,45,27,27,37
train,045_1_c8_001408,1,4,3,29,18,17,15,8,65
train,045_1_c8_001409,3,4,11,3,16,21,11,62,27
train,040_3_c11_010765,4,7,8,19,30,26,30,60,68
train,043_1_c6_006539,0,6,18,27,15,44,7,23,28
train,043_1_c6_006540,2,5,0,8,27,22,52,69,86
train,043_1_c6_006541,1,7,1,13,1,36,1,78,39
train,043_1_c6_006542,0,2,15,14,29,48,54,24,64
train,043_1_c6_006543,0,2,18,27,15,34,7,23,77
train,043_1_c6_006544,1,9,1,19,1,10,41,48,3
train,043_1_c6_006545,1,6,13,10,9,33,9,50,76
train,043_1_c6_006546,1,6,13,7,24,2,38,73,68
train,043_1_c6_006573,0,2,13,10,33,25,37,24,31
train,043_1_c9_006547,3,8,16,12,31,20,36,54,41
train,043_1_c9_006548,0,7,9,22,13,16,33,21,44
train,043_1_c9_006549,3,8,16,12,35,21,23,16,18
train,043_1_c9_006550,2,0,19,8,8,22,16,72,9
train,043_1_c9_006551,4,1,7,6,6,4,17,18,85
train,043_1_c9_006552,2,0,17,16,5,9,57,41,8
train,043_1_c9_006553,1,6,13,7,24,5,51,73,36
train,043_1_c9_006554,0,7,6,17,28,0,21,47,63
train,043_1_c9_006555,3,4,3,29,18,17,15,8,2
train,043_1_c9_006556,2,0,17,28,26,13,10,32,50
train,043_1_c9_006557,4,0,19,8,27,22,16,11,59
train,043_1_c9_006558,1,9,1,10,9,33,41,55,84
train,043_1_c9_006559,3,4,17,16,5,19,26,36,8
train,043_1_c9_006560,2,0,19,0,8,39,20,72,9
train,043_1_c9_006561,4,1,10,26,21,3,48,61,58
train,043_1_c9_006562,2,5,5,17,23,29,47,68,21
train,043_1_c9_006563,2,5,5,17,2,49,47,68,21
train,043_1_c9_006564,4,0,8,8,27,27,52,69,86
train,043_1_c9_006565,0,4,2,20,12,14,51,73,36
train,043_1_c9_006566,4,0,0,8,27,27,52,69,86
train,043_1_c9_006567,2,0,19,8,27,22,20,72,9
train,043_1_c9_006568,3,8,16,12,31,20,36,42,41
train,043_1_c9_006569,3,8,11,3,22,21,11,62,54
train,043_1_c9_006570,3,8,11,3,22,21,11,62,56
train,043_1_c9_006574,2,0,17,16,26,9,57,39,80
train,043_1_c9_006575,2,3,4,0,35,29,34,22,81
train,043_1_c9_006576,3,0,8,2,12,46,0,3,97
train,043_1_c9_006577,2,5,5,9,23,49,6,68,23
train,043_1_c9_006578,4,9,8,2,30,26,29,19,52
train,043_1_c9_006579,4,1,10,26,21,38,46,40,95
train,043_1_c9_006580,1,7,9,6,13,16,17,18,62
train,043_1_c9_006581,3,0,4,0,5,19,34,41,8
train,043_1_c9_006582,0,6,18,27,15,32,4,36,10
train,043_1_c9_006583,1,6,18,7,29,14,38,73,30
train,043_1_c9_006584,3,8,16,12,31,20,23,54,41
train,043_1_c9_006585,2,5,0,8,27,27,52,69,86
train,043_1_c9_006586,1,7,9,6,6,4,17,67,93
train,043_1_c9_006587,2,0,17,16,5,19,26,41,8
train,043_1_c9_006588,2,0,0,8,27,22,52,56,17
train,043_1_c9_006589,3,8,16,12,31,20,23,54,56
train,043_1_c9_006590,3,4,11,3,16,6,24,59,56
train,043_1_c9_006591,2,3,17,16,5,0,26,36,83
train,043_1_c9_006592,4,1,10,26,21,22,2,56,4
train,043_1_c9_006593,0,5,5,9,25,31,55,2,72
train,043_1_c9_006594,4,1,7,6,6,4,3,20,12
train,043_1_c9_006595,3,8,16,12,31,20,23,54,13
train,043_1_c9_006596,3,9,19,5,19,39,18,11,59
train,043_1_c9_006597,4,1,10,26,21,38,46,40,95
train,043_1_c9_006598,2,0,17,16,26,9,57,39,50
train,043_1_c9_006599,3,8,11,3,22,21,11,62,82
train,043_1_c9_006600,3,4,11,20,22,6,0,38,55
train,043_1_c9_006601,4,0,17,16,26,9,57,39,50
train,043_1_c9_006602,3,8,19,3,22,39,18,77,59
train,043_1_c9_006603,4,1,10,11,21,22,2,56,17
train,043_1_c9_006604,4,5,17,6,6,4,4,67,93
train,043_1_c9_006605,4,7,9,22,13,16,33,21,7
train,043_1_c9_006606,2,5,0,28,26,13,10,32,20
train,043_1_c9_006607,4,1,10,28,26,13,2,32,50
train,043_2_c4_006608,2,0,19,8,27,22,52,11,86
train,043_2_c4_006609,1,4,3,29,18,17,25,77,2
train,043_2_c4_006610,1,4,13,29,18,5,40,29,75
train,043_2_c4_006611,1,6,18,7,15,44,7,73,30
train,043_2_c4_006612,2,5,5,27,2,12,4,23,43
train,043_2_c4_006613,1,6,18,27,15,12,1,23,43
train,043_2_c4_006614,1,9,3,23,37,42,19,57,53
train,043_2_c6_006615,3,4,17,20,5,1,18,34,71
train,043_2_c6_006616,2,0,19,1,8,39,34,14,9
train,043_2_c6_006617,1,9,12,1,32,18,59,43,19
train,043_2_c6_006618,4,4,12,1,0,1,44,34,57
train,043_2_c6_006619,2,5,0,8,27,22,52,69,86
train,043_2_c6_006620,2,5,5,9,23,49,6,68,23
train,043_2_c6_006621,4,1,0,28,14,3,52,30,4
train,043_2_c6_006622,4,9,12,6,6,4,17,18,62
train,043_2_c6_006623,2,0,19,8,27,22,52,56,4
train,043_2_c6_006624,3,4,12,24,0,30,53,52,51
train,043_2_c6_006625,1,9,1,23,9,10,19,4,3
train,043_2_c6_006626,1,6,13,10,24,44,9,13,5
train,043_2_c6_006627,2,3,4,0,23,29,20,68,94
train,043_2_c6_006628,0,7,9,22,13,16,56,47,22
train,043_2_c6_006629,1,9,13,23,24,10,14,10,3
train,043_2_c6_006630,1,6,13,10,17,33,9,28,76
train,043_2_c6_006631,0,6,6,27,20,15,55,35,43
train,043_2_c6_006632,1,9,1,19,30,33,41,70,79
train,043_2_c6_006633,0,2,15,14,33,48,31,33,67
train,043_2_c6_006634,0,2,6,14,33,25,37,53,38
train,043_2_c6_006635,1,6,13,7,24,44,7,73,30
train,043_2_c6_006636,0,7,9,6,6,16,17,47,22
train,043_2_c6_006637,1,6,13,7,24,5,40,6,30
train,043_2_c6_006638,4,7,7,19,4,24,30,25,42
train,043_2_c6_006639,1,4,3,29,18,5,40,29,45
train,043_2_c6_006640,1,6,6,10,9,25,22,28,76
train,043_2_c6_006641,0,2,18,27,15,34,7,24,77
train,043_2_c6_006642,2,5,5,9,23,49,6,65,49
train,043_2_c6_006643,1,6,1,13,17,36,39,10,39
train,043_2_c6_006644,0,2,15,14,33,34,31,12,10
train,043_2_c6_006645,4,7,7,11,11,40,3,20,31
train,043_2_c6_006646,4,7,9,22,13,16,33,21,70
train,043_2_c6_006647,1,6,13,17,2,12,42,50,1
train,043_2_c6_006648,1,4,3,29,18,28,40,4,99
train,043_2_c6_006649,0,2,15,14,33,34,28,24,10
train,043_2_c6_006679,1,6,13,7,24,5,28,6,98
train,043_2_c6_006680,1,7,1,19,4,7,30,15,35
train,043_2_c6_006681,0,5,5,9,25,43,42,37,72
train,043_2_c9_006650,3,8,16,12,35,39,34,14,18
train,043_2_c9_006651,0,6,6,7,24,2,38,13,98
train,043_2_c9_006652,3,4,11,20,19,6,0,26,33
train,043_2_c9_006653,1,4,8,20,12,46,54,73,36
train,043_2_c9_006654,2,5,5,17,28,0,47,79,63
train,043_2_c9_006655,4,1,12,11,11,40,45,17,95
train,043_2_c9_006656,2,3,17,18,5,32,26,36,83
train,043_2_c9_006657,3,3,14,18,39,45,58,63,60
train,043_2_c9_006658,3,3,2,15,16,8,5,66,47
train,043_2_c9_006659,4,0,0,8,27,22,52,56,86
train,043_2_c9_006660,4,1,10,26,21,3,48,61,58
train,043_2_c9_006661,4,1,10,11,21,38,46,40,95
train,043_2_c9_006662,0,6,14,18,39,32,58,63,60
train,040_3_c11_010766,1,4,3,29,18,5,40,29,75
train,040_3_c11_010767,1,7,1,13,1,7,14,15,39
train,040_3_c11_010768,1,9,13,23,37,10,39,4,75
train,040_3_c11_010769,1,6,13,10,9,33,39,4,99
train,040_3_c11_010770,1,9,12,1,32,18,59,43,19
train,040_3_c11_010771,3,3,16,12,35,41,18,7,41
train,040_3_c11_010772,3,8,16,12,35,41,36,16,13
train,040_3_c11_010773,4,1,17,28,26,13,10,32,48
train,040_3_c11_010774,1,6,1,23,1,10,14,48,3
train,040_3_c11_010775,4,1,7,11,11,40,3,20,15
train,040_3_c11_010776,1,4,14,18,37,32,26,45,83
train,040_3_c11_010777,0,7,9,22,13,16,33,47,22
train,040_3_c11_010778,4,1,8,2,30,1,44,34,57
train,040_3_c11_010779,1,9,1,23,1,10,14,10,3
train,040_3_c11_010780,4,9,8,19,27,26,52,11,86
train,040_3_c11_010781,0,2,15,25,7,11,31,31,26
train,040_3_c11_010782,1,6,13,7,10,17,40,6,98
train,040_3_c11_010783,0,6,18,27,15,44,7,23,43
train,040_3_c11_010784,1,6,13,23,24,10,14,10,30
train,040_3_c11_010785,4,1,7,11,11,40,45,71,44
train,040_3_c11_010786,3,9,14,1,32,18,18,45,40
train,040_3_c11_010787,3,8,11,3,22,6,18,8,71
train,040_3_c11_010788,3,3,14,18,39,17,58,50,40
train,040_3_c11_010789,0,2,15,25,7,47,50,31,26
train,040_3_c11_010790,0,6,6,13,17,36,21,35,92
train,040_3_c11_010791,1,6,6,13,17,12,8,50,37
train,040_3_c11_010792,3,8,12,1,32,18,59,43,19
train,040_3_c11_010793,3,8,16,12,35,41,36,42,18
train,040_3_c6_010762,1,6,13,7,24,44,38,13,30
train,040_3_c6_010794,0,2,15,4,33,34,37,74,67
train,040_3_c6_010795,0,6,6,7,29,2,28,13,98
train,040_3_c6_010796,1,6,13,7,24,2,38,13,30
train,040_3_c6_010797,1,6,18,7,24,44,38,73,30
train,040_3_c6_010798,1,9,13,23,24,10,14,10,30
train,040_3_c9_010763,3,4,11,3,22,6,32,26,71
train,040_3_c9_010799,3,3,19,0,8,39,34,14,59
train,040_3_c9_010800,3,8,11,3,22,21,11,62,82
train,040_3_c9_010801,1,7,1,13,1,7,1,60,7
train,040_3_c9_010802,1,6,13,7,24,5,38,29,75
train,040_3_c9_010803,0,5,5,22,25,43,55,2,72
train,040_3_c9_010804,0,2,15,4,33,48,31,33,67
train,040_3_c9_010805,4,1,10,28,26,13,2,56,17
train,040_3_c9_010806,3,8,12,1,32,18,59,43,19
train,040_3_c9_010807,3,8,11,3,0,21,32,62,54
train,040_3_c9_010808,3,8,11,3,22,21,11,38,82
train,040_3_c9_010809,4,9,19,19,4,1,35,70,57
train,040_3_c9_010810,4,9,1,19,30,7,30,15,35
train,040_3_c9_010811,1,5,8,2,12,46,0,3,55
train,040_3_c9_010812,4,0,0,28,26,22,2,56,17
train,040_3_c9_010813,1,9,1,23,1,10,14,48,53
train,040_3_c9_010814,3,8,16,12,31,20,36,54,13
train,040_3_c9_010815,2,0,19,0,8,39,20,72,81
train,040_3_c9_010816,3,4,3,20,19,14,51,45,40
train,040_3_c9_010817,3,4,12,1,32,18,59,43,19
train,040_3_c9_010818,4,1,7,11,4,22,2,67,93
train,040_3_c9_010819,3,4,17,18,5,32,26,36,8
train,040_4_c9_010820,3,4,8,2,12,46,54,73,97
train,040_4_c9_010821,4,7,9,22,13,7,30,58,85
train,040_4_c9_010822,2,3,4,0,5,19,26,41,94
train,040_4_c9_010823,3,4,11,3,22,6,15,8,71
train,040_4_c9_010824,3,8,11,3,22,21,15,38,82
train,040_4_c9_010825,3,3,2,15,16,35,24,1,33
train,040_5_c11_010827,3,8,11,3,16,35,24,1,27
train,040_5_c11_010828,2,0,17,16,26,9,20,72,80
train,040_5_c11_010829,1,9,13,10,9,33,39,4,76
train,040_5_c11_010830,4,1,12,1,32,18,59,17,19
train,040_5_c9_010826,4,1,10,28,21,13,2,32,48
train,040_5_c9_010831,1,6,13,7,24,14,38,73,30
train,040_5_c9_010832,4,1,10,11,11,40,45,17,4
train,040_5_c9_010833,1,4,3,5,37,1,26,36,83
train,040_5_c9_010834,1,9,1,19,4,24,41,70,24
train,040_5_c9_010835,1,6,18,27,24,44,7,73,30
train,040_5_c9_010836,2,5,5,9,23,49,6,0,73
train,040_5_c9_010837,4,1,0,28,26,13,2,56,17
train,040_5_c9_010838,2,5,5,9,23,49,6,68,87
train,040_5_c9_010839,3,8,11,3,16,21,11,62,56
train,040_5_c9_010840,1,4,3,29,18,17,40,45,40
train,040_5_c9_010841,1,7,9,13,13,16,1,21,7
train,040_5_c9_010842,3,8,17,16,5,19,26,41,8
train,040_5_c9_010843,3,3,17,0,5,19,26,41,8
train,040_5_c9_010844,3,8,16,12,31,20,23,54,54
train,040_5_c9_010845,3,3,19,20,19,39,27,11,9
train,040_5_c9_010846,4,1,10,28,26,13,2,32,48
train,040_5_c9_010847,2,0,0,28,26,13,10,32,17
train,040_5_c9_010848,3,3,16,15,35,41,18,7,41
train,040_5_c9_010849,2,0,19,8,27,22,16,56,9
train,040_5_c9_010850,4,1,10,28,14,13,2,32,48
train,040_5_c9_010851,1,5,5,17,28,0,47,79,63
train,040_5_c9_010852,2,0,19,8,27,22,16,69,86
train,040_5_c9_010853,3,8,11,3,19,8,18,26,40
train,043_1_c4_006505,3,8,16,12,31,20,36,54,13
train,043_1_c4_006506,1,7,1,13,17,36,21,28,76
train,043_1_c4_006507,3,8,2,18,39,35,23,63,60
train,043_1_c4_006508,0,6,18,20,29,14,51,73,36
train,043_1_c4_006509,1,6,1,10,9,33,9,28,76
train,043_1_c4_006510,1,6,6,17,2,0,47,79,1
train,043_1_c4_006511,3,3,4,15,36,45,13,7,69
train,043_1_c4_006512,3,8,16,12,35,41,34,42,18
train,043_1_c4_006513,2,5,5,17,25,12,42,37,1
train,043_1_c4_006514,3,3,16,15,35,41,5,9,29
train,043_1_c4_006515,3,4,2,20,16,35,24,1,33
train,043_1_c4_006516,0,7,9,22,28,16,42,47,63
train,043_1_c4_006517,1,5,5,17,28,0,42,79,63
train,043_1_c4_006518,4,1,7,22,13,4,33,67,93
train,043_1_c4_006519,3,0,12,24,0,30,53,52,51
train,043_1_c4_006520,3,3,4,0,35,29,34,27,81
train,043_1_c4_006521,1,7,1,23,1,10,14,10,39
train,043_1_c4_006522,4,7,9,6,6,4,17,58,93
train,043_1_c4_006523,4,9,7,19,4,24,30,67,93
train,043_1_c4_006524,2,5,18,27,15,27,7,23,43
train,043_1_c4_006525,1,6,8,2,12,46,54,73,36
train,043_1_c4_006526,1,9,8,2,30,26,29,19,52
train,043_1_c4_006527,0,7,8,2,30,26,29,19,52
train,043_1_c4_006528,2,5,5,9,23,49,6,37,87
train,043_1_c4_006529,3,4,19,20,12,39,0,14,59
train,043_1_c4_006530,1,6,8,2,30,26,29,19,36
train,043_1_c4_006531,2,3,5,15,36,15,55,65,49
train,043_1_c4_006532,2,4,14,18,5,32,26,36,83
train,043_1_c4_006533,2,5,5,17,23,0,4,79,23
train,043_1_c4_006571,3,3,16,12,35,41,27,42,18
train,043_1_c4_006572,3,4,2,20,16,35,24,1,33
train,043_1_c6_006534,0,7,9,22,34,37,33,76,70
train,043_1_c6_006535,2,5,5,17,2,12,4,37,25
train,043_1_c6_006536,2,3,18,27,15,27,7,23,43
train,043_1_c6_006537,1,9,1,19,4,33,41,28,91
train,043_1_c6_006538,1,9,7,19,4,24,41,70,24
train,053_3_c6_004689,1,6,13,7,24,35,28,13,98
train,053_3_c6_004690,0,2,15,14,33,34,37,24,67
train,053_3_c6_004691,1,6,1,10,24,2,9,60,39
train,053_4_c6_004692,0,6,6,21,20,23,12,35,78
train,053_4_c6_004693,0,2,6,14,20,34,12,12,78
train,053_4_c6_004694,0,7,9,21,3,23,12,46,89
train,053_4_c6_004695,0,6,6,21,10,23,12,35,78
train,053_4_c6_004696,0,2,6,21,20,23,12,46,78
train,053_4_c6_004697,0,2,6,21,20,23,12,46,78
train,053_4_c6_004698,0,2,15,21,20,23,12,46,78
train,053_4_c6_004699,0,2,15,25,7,47,50,31,32
train,053_4_c6_004700,0,7,6,21,3,23,56,46,89
train,053_4_c6_004701,0,6,6,21,3,23,12,35,78
train,053_4_c6_004702,0,2,15,14,20,34,12,12,10
train,053_4_c6_004703,0,2,15,25,19,1,51,12,0
train,053_4_c6_004704,0,2,6,21,20,23,12,46,78
train,053_4_c6_004705,0,2,2,25,7,47,50,9,47
train,053_4_c6_004706,4,1,12,1,0,1,44,5,31
train,053_4_c6_004707,0,7,9,21,3,23,56,60,89
train,053_4_c6_004708,0,2,15,4,33,48,31,33,0
train,053_4_c6_004709,0,6,6,21,29,14,51,46,14
train,053_4_c6_004710,0,2,6,21,20,23,12,46,14
train,053_4_c6_004711,0,2,15,21,20,37,12,46,78
train,053_4_c6_004712,0,2,15,4,34,37,43,12,0
train,053_4_c6_004713,3,3,2,18,10,8,5,9,60
train,053_4_c6_004714,0,7,9,21,34,37,12,46,70
train,053_4_c6_004715,0,2,6,21,20,23,12,46,78
train,053_5_c11_004716,3,8,12,24,0,30,53,52,51
train,053_5_c11_004717,1,7,14,6,6,4,35,67,62
train,053_5_c11_004718,2,3,4,15,36,29,27,27,21
train,053_5_c11_004719,1,7,1,13,1,7,1,48,16
train,053_5_c11_004720,1,6,13,23,24,5,39,10,75
train,053_5_c11_004721,0,7,8,22,13,26,29,21,79
train,053_5_c11_004722,2,3,4,0,36,45,27,7,21
train,053_5_c11_004723,1,9,3,23,37,10,39,10,99
train,053_5_c11_004724,1,6,13,23,24,2,39,10,39
train,053_5_c11_004725,1,4,13,7,18,5,40,29,75
train,053_5_c11_004726,2,2,15,25,7,47,50,75,96
train,053_5_c11_004727,2,5,0,28,14,13,10,0,74
train,053_5_c11_004728,1,9,12,1,32,18,59,43,19
train,053_5_c11_004729,3,3,14,18,19,32,18,45,83
train,053_5_c11_004730,3,8,14,18,39,45,36,7,6
