Category,Image,R_LA_5,R_LAC_5,R_A_5,N_LA_5,N_LAC_5,N_A_5,R_LA_10,R_LAC_10,R_A_10,N_LA_10,N_LAC_10,N_A_10,R_LA_15,R_LAC_15,R_A_15,N_LA_15,N_LAC_15,N_A_15,R_LA_20,R_LAC_20,R_A_20,N_LA_20,N_LAC_20,N_A_20,R_LA_25,R_LAC_25,R_A_25,N_LA_25,N_LAC_25,N_A_25,R_LA_30,R_LAC_30,R_A_30,N_LA_30,N_LAC_30,N_A_30,R_LA_35,R_LAC_35,R_A_35,N_LA_35,N_LAC_35,N_A_35,R_LA_40,R_LAC_40,R_A_40,N_LA_40,N_LAC_40,N_A_40
train,021_2_c4_011466,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,10.0,10.0,10.0,7.0,5.0,10.0,10.0,4.0,9.0,6.0,2.0,4.0,12.0,19.0,15.0,8.0,17.0,13.0,17.0,9.0,12.0,8.0,25.0,24.0,13.0,6.0,11.0,21.0,18.0,6.0,22.0,23.0,6.0,11.0,34.0,18.0,22.0,26.0,37.0
train,021_2_c4_011467,5.0,5.0,3.0,1.0,3.0,4.0,1.0,6.0,7.0,3.0,7.0,5.0,7.0,5.0,10.0,11.0,5.0,3.0,6.0,2.0,4.0,5.0,1.0,19.0,8.0,7.0,13.0,5.0,5.0,7.0,8.0,25.0,24.0,7.0,5.0,29.0,21.0,18.0,6.0,12.0,20.0,14.0,11.0,34.0,18.0,12.0,4.0,30.0
train,021_2_c4_011468,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,021_2_c4_011469,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,10.0,16.0,3.0,6.0,2.0,23.0,23.0,7.0,20.0,6.0,11.0,20.0,6.0,19.0,22.0,6.0,5.0,23.0,24.0,24.0,19.0,21.0,22.0,3.0,15.0,27.0,1.0
train,021_2_c4_011470,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,021_2_c4_011471,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,15.0,3.0,26.0,17.0,22.0,2.0,11.0,2.0,14.0,7.0,17.0,3.0,1.0,5.0
train,021_2_c4_011472,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,7.0,8.0,8.0,11.0,7.0,10.0,3.0,7.0,7.0,16.0,20.0,17.0,10.0,16.0,3.0,2.0,16.0,6.0,23.0,7.0,20.0,2.0,2.0,16.0,6.0,19.0,22.0,13.0,14.0,18.0,24.0,24.0,19.0,19.0,2.0,16.0,15.0,27.0,1.0
train,021_2_c4_011473,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,021_2_c4_011474,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,12.0,4.0,9.0,35.0,4.0,20.0,16.0,31.0,13.0,20.0,6.0
train,021_2_c4_011475,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,021_2_c4_011476,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,1.0,1.0,14.0,11.0,6.0,7.0,11.0,11.0,8.0,3.0,1.0,20.0,19.0,3.0,10.0,3.0,13.0,7.0,3.0,30.0,8.0,1.0,9.0,34.0,32.0,13.0,29.0,37.0,9.0,37.0,40.0,5.0,2.0
train,021_2_c4_011477,5.0,5.0,3.0,1.0,3.0,4.0,1.0,6.0,7.0,3.0,7.0,5.0,7.0,5.0,10.0,11.0,5.0,3.0,6.0,2.0,4.0,5.0,1.0,19.0,8.0,17.0,13.0,5.0,5.0,7.0,8.0,25.0,24.0,7.0,5.0,29.0,21.0,18.0,6.0,12.0,20.0,14.0,11.0,34.0,18.0,12.0,4.0,30.0
train,021_2_c4_011478,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,14.0,6.0,2.0,5.0,14.0,5.0,2.0,4.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,2.0,5.0,21.0,11.0,27.0,32.0,13.0,18.0
train,021_2_c4_011479,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,021_2_c4_011480,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,021_2_c4_011481,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,5.0,14.0,5.0,2.0,4.0,11.0,2.0,13.0,7.0,20.0,11.0,23.0,8.0,22.0,8.0,29.0,30.0,20.0,30.0,16.0,16.0,10.0,28.0,14.0,16.0,2.0,5.0,9.0,11.0,27.0,32.0,13.0,18.0
train,021_2_c4_011482,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,3.0,7.0,5.0,2.0,3.0,6.0,14.0,2.0,15.0,15.0,19.0,11.0,9.0,3.0,2.0,20.0,9.0,24.0,10.0,8.0,2.0,20.0,24.0,18.0,28.0,25.0,2.0,10.0,27.0,10.0,28.0,12.0,23.0,20.0,14.0,26.0,2.0,24.0,35.0
train,021_2_c4_011483,1.0,4.0,5.0,1.0,3.0,4.0,2.0,10.0,1.0,3.0,7.0,5.0,14.0,3.0,2.0,11.0,13.0,3.0,2.0,19.0,2.0,16.0,15.0,1.0,6.0,9.0,3.0,22.0,12.0,25.0,6.0,24.0,20.0,28.0,25.0,25.0,25.0,31.0,31.0,30.0,21.0,21.0,16.0,6.0,29.0,25.0,24.0,35.0
train,021_2_c4_011484,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,3.0,7.0,5.0,10.0,3.0,6.0,11.0,5.0,3.0,9.0,10.0,1.0,5.0,1.0,11.0,1.0,19.0,4.0,5.0,5.0,7.0,1.0,24.0,18.0,1.0,12.0,20.0,26.0,27.0,22.0,2.0,33.0,2.0,14.0,27.0,17.0,3.0,1.0,8.0
train,021_2_c5_011450,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,2.0,5.0,21.0,22.0,3.0,32.0,13.0,18.0
train,021_2_c5_011485,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,021_2_c5_011486,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,10.0,8.0,3.0,6.0,2.0,7.0,15.0,5.0,14.0,5.0,2.0,17.0,11.0,2.0,13.0,7.0,20.0,2.0,23.0,8.0,22.0,8.0,29.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,14.0,16.0,2.0,5.0,21.0,22.0,27.0,32.0,13.0,18.0
train,021_2_c5_011487,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,29.0,30.0,8.0,14.0,2.0,2.0,10.0,28.0,10.0,28.0,12.0,23.0,9.0,11.0,26.0,2.0,3.0,17.0
train,021_2_c5_011488,2.0,2.0,4.0,4.0,1.0,3.0,6.0,9.0,6.0,5.0,9.0,9.0,4.0,2.0,3.0,12.0,8.0,6.0,17.0,15.0,6.0,17.0,5.0,20.0,7.0,8.0,14.0,4.0,6.0,3.0,7.0,5.0,2.0,5.0,26.0,6.0,3.0,29.0,4.0,6.0,5.0,33.0,20.0,35.0,31.0,36.0,19.0,13.0
train,021_2_c6_011451,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,021_2_c6_011489,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,14.0,2.0,15.0,2.0,17.0,2.0,9.0,3.0,2.0,6.0,2.0,23.0,10.0,8.0,2.0,6.0,11.0,20.0,14.0,2.0,2.0,6.0,5.0,23.0,8.0,32.0,23.0,21.0,22.0,3.0,2.0,3.0,17.0
train,021_2_c6_011490,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,021_2_c6_011491,1.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,7.0,5.0,14.0,7.0,2.0,11.0,5.0,3.0,2.0,17.0,2.0,5.0,1.0,11.0,6.0,2.0,23.0,5.0,5.0,7.0,6.0,11.0,20.0,1.0,12.0,20.0,6.0,5.0,23.0,2.0,33.0,2.0,21.0,22.0,3.0,3.0,1.0,8.0
train,021_2_c6_011492,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,14.0,2.0,15.0,2.0,17.0,2.0,9.0,3.0,2.0,6.0,2.0,23.0,10.0,8.0,2.0,6.0,11.0,20.0,14.0,2.0,2.0,6.0,5.0,23.0,8.0,32.0,23.0,21.0,22.0,3.0,2.0,3.0,17.0
train,021_2_c6_011493,3.0,1.0,2.0,5.0,5.0,1.0,8.0,5.0,4.0,10.0,10.0,10.0,10.0,12.0,6.0,10.0,4.0,9.0,9.0,1.0,1.0,12.0,19.0,10.0,1.0,4.0,4.0,20.0,13.0,1.0,1.0,14.0,18.0,24.0,1.0,28.0,26.0,17.0,22.0,35.0,17.0,31.0,14.0,7.0,17.0,27.0,35.0,36.0
train,021_2_c6_011494,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,4.0,5.0,3.0,6.0,11.0,7.0,13.0,12.0,4.0,11.0,2.0,7.0,7.0,4.0,9.0,23.0,13.0,8.0,7.0,10.0,17.0,23.0,3.0,19.0,27.0,21.0,13.0,5.0,26.0,34.0,25.0,9.0,28.0,11.0,36.0,19.0,14.0,10.0,21.0
train,021_2_c6_011495,5.0,5.0,3.0,3.0,4.0,5.0,9.0,2.0,9.0,2.0,9.0,9.0,8.0,9.0,1.0,9.0,10.0,8.0,12.0,11.0,9.0,14.0,14.0,16.0,13.0,14.0,15.0,16.0,14.0,21.0,26.0,26.0,17.0,19.0,24.0,30.0,16.0,19.0,12.0,29.0,19.0,30.0,35.0,1.0,1.0,20.0,36.0,40.0
train,021_2_c6_011496,1.0,4.0,5.0,2.0,2.0,2.0,2.0,9.0,10.0,4.0,5.0,3.0,2.0,6.0,15.0,13.0,12.0,4.0,15.0,19.0,11.0,7.0,4.0,9.0,20.0,9.0,24.0,7.0,10.0,17.0,29.0,24.0,8.0,27.0,21.0,13.0,10.0,11.0,14.0,25.0,9.0,28.0,9.0,6.0,2.0,14.0,10.0,24.0
train,021_2_c6_011497,1.0,4.0,5.0,3.0,4.0,5.0,5.0,10.0,5.0,2.0,9.0,1.0,15.0,3.0,8.0,9.0,10.0,8.0,8.0,19.0,3.0,15.0,17.0,16.0,21.0,9.0,11.0,3.0,4.0,14.0,21.0,24.0,23.0,2.0,24.0,1.0,15.0,31.0,33.0,21.0,27.0,25.0,23.0,14.0,30.0,5.0,34.0,26.0
train,021_2_c6_011498,1.0,4.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,9.0,14.0,7.0,2.0,7.0,15.0,13.0,2.0,17.0,2.0,18.0,20.0,17.0,6.0,2.0,23.0,25.0,23.0,18.0,6.0,11.0,20.0,26.0,11.0,18.0,6.0,5.0,23.0,33.0,30.0,17.0,21.0,22.0,3.0,18.0,23.0,33.0
train,021_2_c6_011499,1.0,4.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,14.0,7.0,2.0,7.0,15.0,13.0,2.0,17.0,2.0,18.0,20.0,17.0,6.0,2.0,23.0,25.0,23.0,18.0,6.0,11.0,20.0,26.0,11.0,18.0,6.0,5.0,23.0,33.0,30.0,17.0,21.0,22.0,3.0,18.0,22.0,27.0
train,021_2_c6_011500,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,021_2_c6_011501,1.0,4.0,5.0,3.0,4.0,5.0,2.0,9.0,10.0,8.0,3.0,6.0,2.0,6.0,15.0,14.0,2.0,15.0,15.0,4.0,11.0,9.0,3.0,2.0,20.0,11.0,24.0,10.0,8.0,2.0,29.0,30.0,8.0,14.0,2.0,2.0,10.0,28.0,14.0,8.0,32.0,23.0,9.0,11.0,2.0,2.0,3.0,17.0
train,021_2_c6_011502,2.0,2.0,4.0,3.0,4.0,5.0,6.0,9.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,29.0,4.0,9.0,35.0,4.0,20.0,4.0,31.0,13.0,20.0,29.0
train,021_2_c6_011503,3.0,1.0,2.0,5.0,5.0,1.0,8.0,5.0,4.0,7.0,8.0,8.0,10.0,12.0,6.0,14.0,2.0,15.0,9.0,1.0,1.0,10.0,16.0,3.0,1.0,4.0,4.0,23.0,7.0,20.0,1.0,14.0,18.0,6.0,19.0,22.0,26.0,17.0,22.0,24.0,24.0,19.0,14.0,7.0,17.0,15.0,27.0,1.0
train,021_2_c6_011504,4.0,2.0,1.0,2.0,2.0,2.0,5.0,10.0,5.0,2.0,1.0,1.0,13.0,14.0,12.0,6.0,6.0,12.0,3.0,12.0,8.0,8.0,10.0,12.0,12.0,18.0,21.0,13.0,11.0,19.0,12.0,19.0,13.0,12.0,18.0,21.0,7.0,10.0,24.0,27.0,10.0,20.0,33.0,5.0,13.0,17.0,33.0,7.0
train,021_2_c6_011505,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,3.0,33.0,13.0,18.0
train,021_2_c6_011506,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,3.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,8.0,17.0,13.0,7.0,10.0,17.0,8.0,3.0,24.0,27.0,21.0,13.0,21.0,26.0,6.0,25.0,16.0,28.0,11.0,36.0,18.0,14.0,10.0,24.0
train,021_2_c6_011507,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,5.0,4.0,2.0,3.0,15.0,5.0,15.0,11.0,1.0,10.0,18.0,10.0,3.0,18.0,4.0,5.0,22.0,9.0,14.0,24.0,9.0,5.0,15.0,25.0,22.0,4.0,10.0,2.0,13.0,27.0,15.0,18.0,22.0,12.0,23.0,11.0,29.0,11.0,3.0
train,021_2_c6_011508,1.0,4.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,8.0,3.0,6.0,11.0,7.0,2.0,5.0,14.0,5.0,16.0,20.0,17.0,2.0,2.0,7.0,2.0,16.0,6.0,8.0,22.0,8.0,2.0,2.0,16.0,8.0,8.0,4.0,13.0,14.0,18.0,1.0,22.0,1.0,19.0,2.0,16.0,8.0,32.0,4.0
train,021_3_c4_011509,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,29.0,4.0,9.0,35.0,4.0,20.0,16.0,31.0,13.0,20.0,29.0
train,021_3_c4_011510,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,12.0,4.0,9.0,35.0,4.0,28.0,16.0,31.0,13.0,20.0,6.0
train,021_3_c4_011511,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,2.0,3.0,4.0,9.0,10.0,17.0,15.0,6.0,20.0,7.0,5.0,7.0,8.0,14.0,12.0,1.0,11.0,7.0,5.0,2.0,17.0,13.0,15.0,3.0,12.0,4.0,9.0,35.0,4.0,28.0,16.0,31.0,13.0,20.0,29.0
train,021_3_c4_011512,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,3.0,4.0,9.0,10.0,14.0,3.0,16.0,20.0,7.0,5.0,15.0,25.0,2.0,12.0,1.0,11.0,15.0,27.0,11.0,17.0,13.0,15.0,29.0,20.0,28.0,9.0,35.0,4.0,1.0,21.0,8.0,13.0,20.0,6.0
train,021_3_c4_011513,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,11.0,13.0,3.0,4.0,9.0,10.0,14.0,3.0,16.0,20.0,7.0,5.0,24.0,25.0,2.0,11.0,1.0,23.0,24.0,27.0,12.0,23.0,10.0,12.0,22.0,20.0,21.0,31.0,28.0,1.0,39.0,21.0,24.0,34.0,9.0,34.0
train,021_4_c11_011514,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,10.0,8.0,3.0,6.0,2.0,7.0,15.0,5.0,14.0,5.0,15.0,17.0,11.0,2.0,13.0,7.0,20.0,2.0,24.0,8.0,22.0,8.0,29.0,16.0,8.0,30.0,16.0,16.0,10.0,34.0,14.0,16.0,2.0,5.0,9.0,35.0,27.0,32.0,13.0,18.0
train,021_4_c11_011515,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,021_4_c11_011516,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,14.0,18.0,1.0,12.0,20.0,26.0,17.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,021_4_c11_011517,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,1.0,7.0,5.0,10.0,3.0,6.0,7.0,15.0,13.0,19.0,10.0,15.0,18.0,20.0,17.0,16.0,19.0,25.0,24.0,25.0,24.0,16.0,17.0,29.0,16.0,27.0,24.0,27.0,27.0,35.0,23.0,15.0,16.0,17.0,27.0,33.0,38.0,37.0,28.0
train,021_4_c11_011518,2.0,2.0,4.0,2.0,2.0,2.0,5.0,10.0,5.0,2.0,1.0,1.0,15.0,14.0,8.0,6.0,6.0,12.0,8.0,12.0,14.0,8.0,10.0,12.0,12.0,18.0,12.0,13.0,18.0,5.0,12.0,19.0,30.0,12.0,29.0,19.0,18.0,10.0,11.0,7.0,10.0,20.0,26.0,37.0,38.0,28.0,14.0,32.0
train,021_4_c11_011519,2.0,2.0,4.0,2.0,2.0,2.0,5.0,7.0,5.0,2.0,1.0,1.0,15.0,14.0,8.0,6.0,6.0,12.0,8.0,12.0,14.0,8.0,10.0,12.0,12.0,18.0,12.0,13.0,11.0,19.0,12.0,18.0,30.0,12.0,29.0,21.0,24.0,22.0,17.0,7.0,10.0,20.0,30.0,28.0,38.0,17.0,14.0,32.0
train,021_4_c11_011520,5.0,5.0,3.0,2.0,2.0,2.0,10.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,11.0,20.0,17.0,13.0,11.0,19.0,11.0,12.0,1.0,12.0,29.0,21.0,11.0,23.0,16.0,7.0,10.0,20.0,22.0,18.0,14.0,17.0,14.0,32.0
train,021_4_c11_011521,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,2.0,1.0,1.0,7.0,5.0,10.0,13.0,12.0,4.0,6.0,2.0,4.0,7.0,4.0,9.0,18.0,7.0,5.0,7.0,18.0,17.0,18.0,23.0,26.0,27.0,21.0,19.0,34.0,35.0,6.0,11.0,16.0,28.0,7.0,29.0,28.0,28.0,30.0,24.0
train,021_4_c11_011522,2.0,2.0,4.0,2.0,2.0,2.0,6.0,7.0,6.0,4.0,5.0,3.0,11.0,13.0,3.0,13.0,12.0,4.0,14.0,3.0,16.0,7.0,4.0,9.0,24.0,25.0,2.0,7.0,10.0,17.0,24.0,27.0,12.0,27.0,21.0,13.0,22.0,20.0,21.0,25.0,16.0,28.0,39.0,21.0,24.0,14.0,10.0,24.0
train,021_4_c11_011523,4.0,3.0,1.0,4.0,1.0,3.0,7.0,4.0,3.0,9.0,2.0,4.0,13.0,10.0,12.0,8.0,3.0,2.0,3.0,7.0,20.0,19.0,9.0,6.0,4.0,10.0,21.0,6.0,2.0,4.0,4.0,29.0,14.0,15.0,9.0,7.0,20.0,13.0,7.0,26.0,25.0,3.0,40.0,10.0,7.0,11.0,28.0,38.0
train,021_4_c11_011524,1.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,1.0,8.0,3.0,6.0,14.0,7.0,2.0,5.0,14.0,5.0,2.0,17.0,2.0,2.0,13.0,7.0,6.0,2.0,23.0,8.0,22.0,8.0,6.0,11.0,20.0,30.0,16.0,16.0,6.0,5.0,23.0,16.0,34.0,5.0,21.0,22.0,27.0,33.0,13.0,18.0
train,021_4_c11_011525,3.0,1.0,2.0,1.0,3.0,4.0,8.0,5.0,4.0,3.0,7.0,5.0,10.0,12.0,6.0,11.0,5.0,3.0,9.0,1.0,1.0,5.0,1.0,11.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,24.0,18.0,1.0,12.0,20.0,26.0,11.0,22.0,2.0,33.0,2.0,14.0,7.0,17.0,3.0,1.0,8.0
train,021_4_c11_011526,3.0,1.0,2.0,1.0,3.0,4.0,8.0,10.0,4.0,3.0,7.0,5.0,10.0,3.0,6.0,11.0,13.0,3.0,1.0,19.0,15.0,16.0,15.0,1.0,22.0,9.0,19.0,22.0,12.0,25.0,22.0,24.0,28.0,28.0,25.0,25.0,19.0,27.0,19.0,30.0,21.0,21.0,24.0,14.0,21.0,25.0,24.0,35.0
train,021_4_c11_011527,5.0,5.0,3.0,2.0,2.0,2.0,10.0,10.0,7.0,1.0,5.0,3.0,6.0,3.0,7.0,7.0,15.0,13.0,11.0,10.0,7.0,14.0,14.0,17.0,23.0,19.0,8.0,16.0,14.0,21.0,23.0,17.0,19.0,19.0,28.0,30.0,33.0,30.0,31.0,29.0,19.0,30.0,16.0,37.0,6.0,26.0,36.0,12.0
train,021_4_c11_011528,2.0,2.0,4.0,3.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,4.0,13.0,3.0,4.0,9.0,10.0,17.0,3.0,6.0,20.0,7.0,5.0,15.0,25.0,14.0,11.0,1.0,23.0,15.0,27.0,11.0,23.0,10.0,12.0,29.0,12.0,28.0,31.0,28.0,4.0,1.0,16.0,8.0,34.0,9.0,29.0
train,021_4_c11_011529,5.0,5.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,2.0,1.0,1.0,5.0,1.0,13.0,6.0,6.0,12.0,13.0,13.0,18.0,8.0,10.0,12.0,18.0,7.0,5.0,13.0,18.0,5.0,18.0,23.0,26.0,12.0,14.0,19.0,34.0,35.0,16.0,11.0,10.0,20.0,7.0,29.0,28.0,28.0,30.0,22.0
